participant_id,context_a,context_b,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance,bin_clicks
P39,2,4,0.5652660708502039,48.44949342798853,48.44949342798853,0.22284797773205878,0.030935730623154023,0.6191307734108978,10
P39,3,4,0.746313880664431,41.445754084059146,41.445754084059146,0.14768371835000954,0.04498735581793095,0.4844685982744054,10
P40,1,2,0.8666266966025634,40.157161433928735,68.3858751316852,0.06209682866510574,0.06209682866510574,0.28371318272002793,10
P40,1,3,0.8989289910719754,25.107142028687868,25.107142028687868,0.47101023577905393,0.15772193920159497,0.6390187033552021,10
P40,1,4,0.25756078261261733,21.01033676090706,26.56062014511814,0.6054466822745127,0.056368764450447584,0.5742944296999059,10
P40,2,3,0.8865210725453965,27.526757915019964,27.526757915019964,0.4112847608676924,0.09562511053648923,0.5242727085515639,10
P40,2,4,0.19128182555457143,36.50771318425448,59.46566239561819,0.543349853609407,0.005728064214658157,0.646829995829215,10
P40,3,4,0.14928912657628227,42.06725441401935,42.06725441401935,0.1924494601542403,0.10135317475114738,0.6704549746292551,10
P41,1,2,0.270260382051673,40.579739819519666,77.76022411643119,0.08333810733552188,0.08333810733552188,0.596676937819289,10
P41,1,3,0.8864192286084052,47.46936010894287,84.6975523930603,0.01518199707639159,0.01518199707639159,0.598259393266677,10
P41,1,4,0.7467529903465517,40.28782856727007,68.03679906909117,0.06027404656591112,0.06027404656591112,0.5813145688570307,10
P41,2,3,0.022528349527004304,16.724459714367928,32.322495050435165,0.09852010441191347,0.09852010441191347,0.6485519022389803,10
P41,2,4,0.7069660994930056,23.38525802945672,44.369606081644584,0.143612153901433,0.143612153901433,0.5308861571712326,10
P41,3,4,0.6685415896007977,32.60387079955923,42.30193991138392,0.04509204948951953,0.04509204948951953,0.6405503396068362,10
P42,1,2,0.29875812517125744,72.61697148932744,72.61697148932744,0.055218357741608784,0.04044910245582792,0.4209215338450135,10
P42,1,3,0.01680215847860897,63.83418320135513,63.83418320135513,0.24009363100718648,0.019749109292317046,0.5283527331987101,10
P42,1,4,0.3508428573494265,28.082368339817087,28.082368339817087,0.21651209005538935,0.02857490157326109,0.4816565431724832,10
P42,2,3,0.7161289036549948,20.842572795323104,20.842572795323104,0.2953099896408239,0.02069999316351087,0.610256403263509,10
P42,2,4,0.20166420961846115,76.8453990383671,76.8453990383671,0.2256421585000426,0.06902400402908901,0.582464491189552,10
P42,3,4,0.1165760237111903,54.34146094456983,74.90246424084545,0.31813166885252736,0.04832401086557814,0.5511484608165478,10
P43,1,2,0.8519547819851265,48.41948517374196,76.97587044494645,0.24442531166618697,0.24442531166618697,0.6892133882450716,10
P43,1,3,0.21531965667702946,39.19395122495763,72.31786545878856,0.03397955239417355,0.03397955239417355,0.6242921181114184,10
P43,1,4,0.15876813815359042,70.3149315507838,70.3149315507838,0.36879807441912954,0.19217810928644422,0.5597172212898495,10
P43,2,3,0.6325030181840993,45.655359141941275,85.42300132341538,0.2784048640603605,0.2784048640603605,0.625537461589443,10
P43,2,4,0.5327916005947155,31.200778037332515,31.200778037332515,0.6016199837415503,0.43660342095263116,0.6913470077849034,10
P43,3,4,0.6296304401676321,9.183566060484692,9.183566060484692,0.33773227028195324,0.15819855689227066,0.4441152460784717,10
P44,1,2,0.641616638670312,49.720890602379974,49.720890602379974,0.2016854202420201,0.09222306185801504,0.7713572835802878,10
P44,1,3,0.46075104445249787,58.90263529486643,58.90263529486643,0.2014851114643074,0.06573531270840882,0.7297461670349745,10
